,Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,Property Address
1098,Closed,7/26/2019,755000.0,NA,Under Construction,170131618,Lynne Hubbard,HUBBARDL,Coldwell Banker Res Brokerage,60/Lot47 Wildcat Springs Drive  Madison Connecticut 06443
1099,Closed,7/25/2019,164500.0,NA,Completed/Never Occupied,170206498,Ted Cassell,CASSELLE,PSQ Inc.dba Park Square Realty,34 King Court   Enfield Connecticut 06082
1100,Closed,7/24/2019,666325.0,NA,Completed/Never Occupied,170129042,Andrea Craig,20635,Thomas Jacovino,15 Enclave Drive 8 Danbury Connecticut 06810
1101,Closed,7/23/2019,1680.0,NA,Completed/Never Occupied,170173554,Michele Legaux Brown,17441,Real Living Scalzo Group Real Estate,9 Covered Bridge Road 2205 Newtown Connecticut 06470
1102,Closed,7/22/2019,2350.0,NA,Completed/Never Occupied,170214475,Kristie Brady,BRADYK,Copps Hill Realty,100C Danbury Road 1K Ridgefield Connecticut 06877
1103,Closed,7/19/2019,534700.0,NA,Under Construction,170163886,Chris Carey,CCARE1,Carey & Guarrera Real Estate,170 Wells View Road  Shelton Connecticut 06484
1104,Closed,7/19/2019,628500.0,NA,To Be Built,170166105,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 8 Beechwood Court  Cheshire Connecticut 06410
1105,Closed,7/19/2019,300380.0,NA,Under Construction,170177421,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,79 Lexie Lane  112 South Windsor Connecticut 06074
1106,Closed,7/18/2019,264100.0,NA,Under Construction,170100749,Beth R Cantor,CANTORBE,Calcagni Real Estate,34 Beecher Walk 34 Orange Connecticut 06477
1107,Closed,7/18/2019,205000.0,NA,Completed/Never Occupied,170118413,Waneta J Lenk,LENKWA,CT Town & Country Realty LLC,33 Pickerel Drive  Colchester Connecticut 06415
1108,Closed,7/18/2019,1500.0,NA,Completed/Never Occupied,170123050,Rebecca A Davis,DAVISR,Putnam Agency Real Estate LLC,#112 -291 Burlington Avenue 112 Bristol Connecticut 06010
1109,Closed,7/18/2019,1495.0,NA,Completed/Never Occupied,170144647,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 305 New Haven Connecticut 06510
1110,Closed,7/18/2019,372685.0,NA,To Be Built,170155435,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,54 Cambridge Court  Simsbury Connecticut 06070
1111,Closed,7/18/2019,455000.0,NA,Completed/Never Occupied,170179448,Lani Liu-Helisch,14219,Sovereign Properties,60 Lincoln Avenue Extension  Norwalk Connecticut 06854
1112,Closed,7/17/2019,371678.0,NA,To Be Built,170089500,Meredith Colasanto,COLASANM,Thomas Jacovino,5 HIGHRIDGE Road 178 Middlebury Connecticut 06762
1113,Closed,7/17/2019,1495.0,NA,Completed/Never Occupied,170144645,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 304 New Haven Connecticut 06510
1114,Closed,7/15/2019,439900.0,NA,To Be Built,170078244,Marilyn F Rock,ROCKMA,Calcagni Real Estate,37 Richmond Glen Drive 37 Cheshire Connecticut 06410
1115,Closed,7/15/2019,1645.0,NA,Model,170093445,Kelley Colino,7896,William Raveis Real Estate,17 Bates Place 11A Danbury Connecticut 06810
1116,Closed,7/15/2019,494041.0,NA,To Be Built,170130322,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,36 Cambridge Court  Simsbury Connecticut 06070
1117,Closed,7/15/2019,580644.0,NA,To Be Built,170139758,Chris Carey,CCARE1,Carey & Guarrera Real Estate,164 Wells View Road  Shelton Connecticut 06484
1118,Closed,7/15/2019,2950.0,NA,Completed/Never Occupied,170213476,Lauren Dunne,15712,Berkshire Hathaway NE Prop.,52 Campfield Drive 1 Fairfield Connecticut 06825
1119,Closed,7/12/2019,437705.0,NA,To Be Built,170089419,Jennifer L. Chapel,ECHAPELJ,Berkshire Hathaway NE Prop.,40 Barber Farm Rd   Lisbon Connecticut 06351
1120,Closed,7/12/2019,209900.0,NA,To Be Built,170109691,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",103-105 Judith Terrace  New Haven Connecticut 06513
1121,Closed,7/12/2019,1175000.0,NA,Completed/Never Occupied,170162694,Denise Walsh,15042,William Raveis Real Estate,469 Westway  202 Fairfield Connecticut 06890
1122,Closed,7/12/2019,370000.0,NA,Under Construction,170169794,Laura Kucharczyk,LKUCHARC,SalCal Real Estate Connections,168 Redstone Hill Road  Plainville Connecticut 06062
1123,Closed,7/12/2019,1695.0,NA,Completed/Never Occupied,170199795,Cara L Christofor,7427,Christofor Realty II LLC,11 Chestnut Street 211 Norwalk Connecticut 06854
1124,Closed,7/12/2019,1850.0,NA,Under Construction,170208239,Karen L Segal,segalk,Pledge Property Management,1301 River View Lane  Norwich Connecticut 06360
1125,Closed,7/11/2019,738152.0,NA,To Be Built,170035520,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,17 Long Meadow Drive Road  South Windsor Connecticut 06074
1126,Closed,7/11/2019,369432.0,NA,Completed/Never Occupied,170139556,Meredith Colasanto,COLASANM,Thomas Jacovino,6 HIGHRIDGE Road 177 Middlebury Connecticut 06762
1127,Closed,7/10/2019,739000.0,NA,Under Construction,170057654,Ryan D Smith,SMITHR,Tier 1 Real Estate,7 Wellesley Court Court  Avon Connecticut 06001
1128,Closed,7/9/2019,579197.0,NA,To Be Built,170099115,Suzanne B DeMarco,21546,Thomas Jacovino,19 Cole Lane 11 Bethel Connecticut 06801
1129,Closed,7/9/2019,437000.0,NA,Completed/Never Occupied,170198990,Bria N Durant,DURANTBR,REMAX Alliance,486 Durham Rd (Lot 3)   Guilford Connecticut 06437
1130,Closed,7/8/2019,627207.0,NA,To Be Built,99130819,Marilyn Stark,15722,Fieldstone Realty,148 Sunrise Hill Circle PRES1 Orange Connecticut 06477
1131,Closed,7/8/2019,847528.0,NA,Under Construction,170044687,Robin Paquin,14438,EG Group Realty,36 Birdseye Road 18 Monroe Connecticut 06468
1132,Closed,7/8/2019,209900.0,NA,To Be Built,170109695,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",99-101 Judith Terrace  New Haven Connecticut 06513
1133,Closed,7/8/2019,475455.47,NA,Under Construction,170115894,Mark A Toledo,TOLEDOM,Berkshire Hathaway NE Prop.,36 Sunrise Lane  East Hampton Connecticut 06424
1134,Closed,7/3/2019,3750.0,NA,Completed/Never Occupied,170165356,Penne B Weicker,16081,Halstead Real Estate,16 Cross Street 301 New Canaan Connecticut 06840
1135,Closed,7/2/2019,393170.0,NA,Under Construction,170088605,Meredith Colasanto,COLASANM,Thomas Jacovino,36 HIGHRIDGE Road 162 Middlebury Connecticut 06762
1136,Closed,7/2/2019,2415.0,NA,Completed/Never Occupied,170209841,Melanie Healey,JHEALE1,NewBridge Properties,17 Rockfield Drive 17 Stamford Connecticut 06902
1137,Closed,7/1/2019,220000.0,NA,Completed/Never Occupied,170092086,Lisa Gillette,GILLETTL,Keller Williams Realty,15 Gillette Way   Bristol Connecticut 06010
1138,Closed,7/1/2019,369485.0,NA,To Be Built,170169328,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,265 Brooksvale Ave.   Hamden Connecticut 06518
1139,Closed,7/1/2019,1495.0,NA,Model,170183620,Karen L Segal,segalk,Pledge Property Management,1208 River View Lane  Norwich Connecticut 06360
1140,Closed,7/1/2019,2295.0,NA,Completed/Never Occupied,170201778,G.R. Schwamm,L635,Berkshire Hathaway NE Prop.,6 Bouton Street 3 Stamford Connecticut 06907
1141,Closed,7/1/2019,675100.0,NA,Completed/Never Occupied,170210025,Jennifer J Hussey,HUSSEYJ,Century 21 Clemens Group,8 Stone Brook Crossing   Rocky Hill Connecticut 06068
1142,Closed,6/28/2019,415000.0,NA,To Be Built,170040231,Cynthia J Pond,PONDC,Berkshire Hathaway NE Prop.,44292 Usher Swamp Road  Colchester Connecticut 06415
1143,Closed,6/28/2019,482045.0,NA,Under Construction,170058843,Bryan Feery,FEERYB,Berkshire Hathaway NE Prop.,111 broad meadow   Colchester Connecticut 06415
1144,Closed,6/28/2019,307500.0,NA,To Be Built,170116648,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Res Brokerage,1 Field Circle   East Windsor Connecticut 06016
1145,Closed,6/28/2019,100000.0,NA,Completed/Never Occupied,170140730,Michael Beebe,BEEBEMI,Hillfield Associates LLC,457 Mitchell Avenue 171 Cheshire Connecticut 06410
1146,Closed,6/28/2019,3500.0,NA,Completed/Never Occupied,170142945,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",9 Yorkshire Court  Farmington Connecticut 06032
1147,Closed,6/28/2019,504000.0,NA,Model,170152188,Chris Carey,CCARE1,Carey & Guarrera Real Estate,102 Wells View Road  Shelton Connecticut 06484
1148,Closed,6/28/2019,339000.0,NA,Completed/Never Occupied,170160822,Sue Kopec-Jutcawitz,10636,Carey & Guarrera Real Estate,22 Rowland Farm Road  Oxford Connecticut 06478
1149,Closed,6/28/2019,211955.0,NA,Completed/Never Occupied,170162444,Teri Lockhart,15856,Century 21 Scala Group,790 Seaview Avenue 2 Bridgeport Connecticut 06607
1150,Closed,6/28/2019,1200.0,NA,Completed/Never Occupied,170207050,Terri Rotella,B6134,William Pitt Sotheby's Int'l,154 Greenwood Avenue 4 Bethel Connecticut 06801
1151,Closed,6/27/2019,681867.0,NA,To Be Built,170053102,Danielle M. Hamm,HAMMDA,"Excel Realty, LLC",63 Mackenzie Willow Terrace 66 Cheshire Connecticut 06410
1152,Closed,6/27/2019,2275.0,NA,Completed/Never Occupied,170167517,Maria Ruales,16574,RMS Real Estate Group,1200 Bedford Street 307 Stamford Connecticut 06905
1153,Closed,6/27/2019,1850.0,NA,Completed/Never Occupied,170197549,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  22 Southington Connecticut 06479
1154,Closed,6/27/2019,1350.0,NA,Completed/Never Occupied,170198010,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",76 Liberty Street 106 Southington Connecticut 06489
1155,Closed,6/26/2019,395876.0,NA,To Be Built,170077396,Andrea Craig,20635,Thomas Jacovino,32 Putnam Lane 96 Danbury Connecticut 06810
1156,Closed,6/26/2019,278874.0,NA,Under Construction,170129546,Elizabeth Koiva,KOIVAEL,Nordic Builders Realty,41 Red Rock Lane 0 Manchester Connecticut 06042
1157,Closed,6/26/2019,409292.0,NA,Under Construction,170138472,Meredith Colasanto,COLASANM,Thomas Jacovino,8 HIGHRIDGE Road 176 Middlebury Connecticut 06762
1158,Closed,6/26/2019,414415.0,NA,To Be Built,170150494,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,8 Jessie Lane Lot 14 East Windsor Connecticut 06016
1159,Closed,6/25/2019,670293.0,NA,To Be Built,170114606,Suzanne B DeMarco,21546,Thomas Jacovino,53 Crossing Way 59 Bethel Connecticut 06801
1160,Closed,6/25/2019,340000.0,NA,Completed/Never Occupied,170142672,Carlos Perez,3077,Re/Max Right Choice,1326 Chopsey Hill Road  Bridgeport Connecticut 06606
1161,Closed,6/24/2019,252867.0,NA,To Be Built,170042599,Anthony G LaCava,LACAVAA,Berkshire Hathaway NE Prop.,15 Clew Drive 17 Middletown Connecticut 06457
1162,Closed,6/24/2019,505423.0,NA,To Be Built,170122973,Suzanne B DeMarco,21546,Thomas Jacovino,3 Cole Lane 6 Bethel Connecticut 06801
1163,Closed,6/24/2019,1900.0,NA,Completed/Never Occupied,170195507,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  20 Southington Connecticut 06479
1164,Closed,6/20/2019,279900.0,NA,Under Construction,170142922,Dawn Cabral,cabralda,"West View Properties, LLC",21 Stevens Boulevard  Thomaston Connecticut 06787
1165,Closed,6/20/2019,2285.0,NA,Completed/Never Occupied,170194463,Melanie Healey,JHEALE1,NewBridge Properties,46 Stoneridge Circle 46 Stamford Connecticut 06902
1166,Closed,6/19/2019,745336.0,NA,To Be Built,170047030,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,48 Long Meadow Drive  South Windsor Connecticut 06074
1167,Closed,6/19/2019,541690.0,NA,To Be Built,170140359,Chris Carey,CCARE1,Carey & Guarrera Real Estate,172 Wells View Road  Shelton Connecticut 06484
1168,Closed,6/19/2019,1375.0,NA,Completed/Never Occupied,170198008,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",76 Liberty Street 101 Southington Connecticut 06489
1169,Closed,6/17/2019,470000.0,NA,Completed/Never Occupied,170098210,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,5 Dylan Drive (Lot # 4)   Suffield Connecticut 06078
1170,Closed,6/17/2019,1925.0,NA,Completed/Never Occupied,170144642,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 202 New Haven Connecticut 06510
1171,Closed,6/17/2019,334900.0,NA,Under Construction,170165373,Rene N Barbeau,EBARBEAUR,RE/MAX Bell Park Realty,546 East Thompson Road  Thompson Connecticut 06177
1172,Closed,6/17/2019,540000.0,NA,Completed/Never Occupied,170190846,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,88 perry hill rd  1 Shelton Connecticut 06484
1173,Closed,6/14/2019,599518.0,NA,To Be Built,G606841,Richard F Corrado,CORRADOR,Coldwell Banker Res Brokerage,Lot 5 High Meadows Crossing  Somers Connecticut 06071
1174,Closed,6/14/2019,290000.0,NA,Under Construction,170115354,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,1068 Long Cove Road   Ledyard Connecticut 06335
1175,Closed,6/14/2019,289900.0,NA,To Be Built,170125214,Georgia E LaBonne,ELABONNEG,William Pitt Sotheby's Int'l,64 Quinebaug Camp  Griswold Connecticut 06351
1176,Closed,6/14/2019,383357.0,NA,To Be Built,170133588,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1039 St. Andrews Drive 6826 Oxford Connecticut 06478
1177,Closed,6/14/2019,345000.0,NA,Completed/Never Occupied,170184502,Robert Siemiatkoski,SIEMIATK,Country Manor Realty,lot 18 James P Casey Road  Bristol Connecticut 06010
1178,Closed,6/14/2019,64000.0,NA,Completed/Never Occupied,170192797,Matthew Riley,RILEYMJ,Freehold Real Estate,63 R & R Park   Killingly Connecticut 06241
1179,Closed,6/13/2019,759034.0,NA,To Be Built,170055471,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,54 Long Meadow Drive  South Windsor Connecticut 06074
1180,Closed,6/13/2019,1650.0,NA,Completed/Never Occupied,170067478,Carrie Vass,VASSCA,Calcagni Real Estate,53 Parker Street Building D Wallingford Connecticut 06492
1181,Closed,6/13/2019,458973.0,NA,To Be Built,170112591,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",28 Yorkshire Court  Farmington Connecticut 06032
1182,Closed,6/12/2019,1825.0,NA,Model,170183362,Karen L Segal,segalk,Pledge Property Management,1210 River View Lane Lane  Norwich Connecticut 06360
1183,Closed,6/11/2019,1750.0,NA,Completed/Never Occupied,170205311,Cara L Christofor,7427,Christofor Realty II LLC,11 Chestnut Street 205 Norwalk Connecticut 06854
1184,Closed,6/10/2019,593995.0,NA,Under Construction,170037121,Andrea Craig,20635,Thomas Jacovino,14 Enclave Drive 15 Danbury Connecticut 06810
1185,Closed,6/10/2019,436610.0,NA,To Be Built,170040478,Meredith Colasanto,COLASANM,Thomas Jacovino,80 RIDGEWOOD Drive 104 Middlebury Connecticut 06762
1186,Closed,6/10/2019,631000.0,NA,To Be Built,170092624,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,96 North Ridge Court  Southington Connecticut 06489
1187,Closed,6/10/2019,489000.0,NA,Completed/Never Occupied,170178567,GARY KNAUF,KNAUFGA,"Gary Knauf Real Estate Services, Inc",738 White Plains Road   Trumbull Connecticut 06611
1188,Closed,6/9/2019,2200.0,NA,Completed/Never Occupied,170188378,Cara L Christofor,7427,Christofor Realty II LLC,11 Chestnut Street 208 Norwalk Connecticut 06854
1189,Closed,6/8/2019,1125.0,NA,Completed/Never Occupied,170173513,Sarah Perrotti,PERROTTIS,"Regency Real Estate, LLC",14 Orchard Street 2 Plymouth Connecticut 06786
1190,Closed,6/7/2019,209900.0,NA,To Be Built,170109679,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",90-92 Judith Terrace  New Haven Connecticut 06513
1191,Closed,6/7/2019,401550.0,NA,To Be Built,170128218,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,45 Cambridge Court  Simsbury Connecticut 06070
1192,Closed,6/7/2019,411000.0,NA,To Be Built,170129404,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,42 Cambridge Court  Simsbury Connecticut 06070
1193,Closed,6/6/2019,6250.0,NA,Completed/Never Occupied,170199161,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane The Sherwood Westport Connecticut 06880
1194,Closed,6/4/2019,607934.0,NA,To Be Built,170047307,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,36 Long Meadow Drive  South Windsor Connecticut 06074
1195,Closed,6/4/2019,330700.0,NA,Under Construction,170080146,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Res Brokerage,98 Tromley Road   East Windsor Connecticut 06088
1196,Closed,6/4/2019,249900.0,NA,Under Construction,170138861,Elizabeth Koiva,KOIVAEL,Nordic Builders Realty,6 Red Rock Lane 0 Manchester Connecticut 06042
1197,Closed,6/4/2019,364750.0,NA,Completed/Never Occupied,170171750,Jason Saphire,SAPHIREJ,www.EntryOnly.com,15 School House Drive  South Windsor Connecticut 06074
1198,Closed,6/3/2019,222000.0,NA,Under Construction,170092088,Lisa Gillette,GILLETTL,Keller Williams Realty,17 Gillette Way   Bristol Connecticut 06010
1199,Closed,6/3/2019,220000.0,NA,To Be Built,170126790,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,123 Ashford Road 7 Eastford Connecticut 06243
1200,Closed,6/3/2019,279900.0,NA,Under Construction,170167440,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 45 Heritage Hill   Wolcott Connecticut 06716
1201,Closed,6/1/2019,2415.0,NA,Completed/Never Occupied,170189636,Melanie Healey,JHEALE1,NewBridge Properties,60 Merrell Avenue 60 Stamford Connecticut 06902
1202,Closed,5/31/2019,404009.0,NA,To Be Built,170031417,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,6 Jessie Lane Lot 15 East Windsor Connecticut 06016
1203,Closed,5/31/2019,566298.0,NA,Under Construction,170043787,Robin Paquin,14438,EG Group Realty,87 Fieldstone Lane 167 Beacon Falls Connecticut 06403
1204,Closed,5/31/2019,429920.0,NA,To Be Built,170148431,Joseph J Russo,RUSSOJOS,Academy Realty Company,90 Letis Court   East Haven Connecticut 06512
1205,Closed,5/31/2019,1550.0,NA,Completed/Never Occupied,170149556,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue B507 New Haven Connecticut 06511
1206,Closed,5/31/2019,1300.0,NA,Completed/Never Occupied,170152380,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue B505 New Haven Connecticut 06511
1207,Closed,5/31/2019,9000.0,NA,Completed/Never Occupied,170199167,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane The Bedford Westport Connecticut 06880
1208,Closed,5/30/2019,492495.0,NA,To Be Built,170008872,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,12 Essex Glen Drive  Essex Connecticut 06426
1209,Closed,5/30/2019,731529.0,NA,To Be Built,170047016,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,72 Long Meadow Drive  South Windsor Connecticut 06074
1210,Closed,5/30/2019,521838.0,NA,To Be Built,170112592,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",20 Yorkshire Court  Farmington Connecticut 06032
1211,Closed,5/29/2019,250000.0,NA,Completed/Never Occupied,170100735,Doug Blackwood,BLACKWOD,Calcagni Real Estate,6 Beecher Walk 6 Orange Connecticut 06477
1212,Closed,5/28/2019,1750.0,NA,Completed/Never Occupied,170188380,Cara L Christofor,7427,Christofor Realty II LLC,11 Chestnut Street 207 Norwalk Connecticut 06854
1213,Closed,5/23/2019,316400.0,NA,Completed/Never Occupied,170154447,Art Kostapapas,KOSTAPAA,"Weichert,REALTORS-Four Corners",85 Lake Woods Lane  Eastford Connecticut 06242
1214,Closed,5/20/2019,1950.0,NA,Under Construction,170141814,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 303 New Haven Connecticut 06510
1215,Closed,5/20/2019,1800.0,NA,Completed/Never Occupied,170142687,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 201 New Haven Connecticut 06510
1216,Closed,5/20/2019,1625.0,NA,Under Construction,170143618,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 304 New Haven Connecticut 06510
1217,Closed,5/20/2019,1800.0,NA,Under Construction,170143620,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 301 New Haven Connecticut 06510
1218,Closed,5/20/2019,1800.0,NA,Under Construction,170143622,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 302 New Haven Connecticut 06510
1219,Closed,5/20/2019,2100.0,NA,Under Construction,170143626,Richard H Coote,COOTERI,Hotchkiss Co William M,139 Orange Street 305 New Haven Connecticut 06510
1220,Closed,5/18/2019,1300.0,NA,Completed/Never Occupied,170149550,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue 209 New Haven Connecticut 06511
1221,Closed,5/17/2019,399117.0,NA,To Be Built,170073908,Meredith Colasanto,COLASANM,Thomas Jacovino,78 RIDGEWOOD Drive 103 Middlebury Connecticut 06762
1222,Closed,5/17/2019,609796.0,NA,To Be Built,170099099,Suzanne B DeMarco,21546,Thomas Jacovino,6 Cole Lane 30 Bethel Connecticut 06801
1223,Closed,5/17/2019,399995.0,NA,Under Construction,170113119,Andrea Craig,20635,Thomas Jacovino,26 Putnam Lane 67 Danbury Connecticut 06810
1224,Closed,5/17/2019,505735.0,NA,To Be Built,170142568,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,2 Bridgewater   North Branford Connecticut 06472
1225,Closed,5/17/2019,1450.0,NA,Model,170162706,Derek Greene,GREENED,The Greene Realty Group,1220 Whitney Avenue 2J Hamden Connecticut 06517
1226,Closed,5/17/2019,434400.0,NA,Completed/Never Occupied,170167126,Brian Deperry,DEPERRYb,Berkshire Hathaway NE Prop.,678 B Main Street  Cromwell Connecticut 06416
1227,Closed,5/17/2019,1850.0,NA,Completed/Never Occupied,170184619,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  21 Southington Connecticut 06479
1228,Closed,5/16/2019,498159.0,NA,To Be Built,170112586,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",26 Yorkshire Court  Farmington Connecticut 06032
1229,Closed,5/16/2019,350000.0,NA,Completed/Never Occupied,170131848,George J Santos,SANTOSG,William Raveis Real Estate,2 Sawmill   Plainville Connecticut 06062
1230,Closed,5/16/2019,420000.0,NA,To Be Built,170144288,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,57 Glenwood Park Road  Southington Connecticut 06479
1231,Closed,5/15/2019,406780.0,NA,To Be Built,170128216,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,56 Cambridge Court  Simsbury Connecticut 06070
1232,Closed,5/14/2019,306500.0,NA,To Be Built,170116659,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Res Brokerage,5 Field Circle   East Windsor Connecticut 06016
1233,Closed,5/14/2019,399999.0,NA,To Be Built,170147583,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,21 Jessie Lane Lot 10 East Windsor Connecticut 06016
1234,Closed,5/14/2019,188625.0,NA,Under Construction,170166968,Robert F Ferrigno,FERRIGNR,Ferrigno-Willimantic REALTORS,340 Windham Rd   Windham Connecticut 06226
1235,Closed,5/13/2019,350040.0,NA,To Be Built,170126874,Karen A Charest,chareska,Calcagni Real Estate,155 Mulholland Drive 89 North Haven Connecticut 06473
1236,Closed,5/13/2019,1750.0,NA,Completed/Never Occupied,170156322,Stephen Zemo,K1134,Copps Hill Realty,103 Danbury Road 7 Ridgefield Connecticut 06877
1237,Closed,5/10/2019,209900.0,NA,To Be Built,170109680,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",100-102 Judith Terrace  New Haven Connecticut 06513
1238,Closed,5/9/2019,412000.0,NA,Under Construction,170115794,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,18 Stoddards View   Ledyard Connecticut 06335
1239,Closed,5/8/2019,810000.0,NA,To Be Built,170143718,Mark J Murphy,EMURPHYM,Berkshire Hathaway NE Prop.,7 Partridge   East Lyme Connecticut 06333
1240,Closed,5/6/2019,483617.0,NA,To Be Built,170076119,Meredith Colasanto,COLASANM,Thomas Jacovino,76 RIDGEWOOD Drive 102 Middlebury Connecticut 06762
1241,Closed,5/6/2019,643000.0,NA,Under Construction,170110145,Mark J Murphy,emurphym,Berkshire Hathaway NE Prop.,6 Partridge Court   East Lyme Connecticut 06333
1242,Closed,5/6/2019,381500.0,NA,Under Construction,170123129,Joseph J Russo,RUSSOJOS,Academy Realty Company,67 Letis Court   East Haven Connecticut 06512
1243,Closed,5/6/2019,600000.0,NA,Under Construction,170167418,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,4 Anthonys Way  Bloomfield Connecticut 06002
1244,Closed,5/5/2019,2325.0,NA,Completed/Never Occupied,170181911,Melanie Healey,JHEALE1,NewBridge Properties,32 Merrell Avenue 32 Stamford Connecticut 06902
1245,Closed,5/3/2019,256000.0,NA,Under Construction,170145327,David Aurigemma,AURIGEMD,"Regency Real Estate, LLC",Lot 39 Nina Drive  Naugatuck Connecticut 06770
1246,Closed,5/3/2019,9000.0,NA,Completed/Never Occupied,170154737,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 303 Westport Connecticut 06880
1247,Closed,5/3/2019,495000.0,NA,Completed/Never Occupied,170176943,Theresa Kavasansky,M272,Carey & Guarrera Real Estate,11 Cardinal Street  Fairfield Connecticut 06825
1248,Closed,5/2/2019,70000.0,NA,Completed/Never Occupied,170078225,Shawn Aldridge,ALDRIDS,Agnelli Real Estate LLC,40 Freeman St   Hartford Connecticut 06114
1249,Closed,5/1/2019,495371.0,NA,Under Construction,170122688,Andrea Craig,20635,Thomas Jacovino,21 Putnam Lane 84 Danbury Connecticut 06810
1250,Closed,5/1/2019,1400.0,NA,Under Construction,170124962,Shelly Cumpstone,CUMPSTSH,Coldwell Banker Res Brokerage,255 Route 80-UTILITIES INCL!  302 Killingworth Connecticut 06419
1251,Closed,5/1/2019,373675.0,NA,To Be Built,170141246,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,16 Webster Lane  Unit 17 Middletown Connecticut 06457
1252,Closed,5/1/2019,1100.0,NA,Completed/Never Occupied,170152216,BRIAN BOTTI,bottibr,Botti Realty,105 Meadow Street 4 Seymour Connecticut 06483
1253,Closed,4/30/2019,528505.0,NA,Under Construction,170008874,Maryalice H Widness,WIDNESSM,Berkshire Hathaway NE Prop.,8 Essex Glen Drive 8 Essex Connecticut 06426
1254,Closed,4/30/2019,330513.0,NA,To Be Built,170030900,Kathy Palagonia,PALAGONK,Thomas Jacovino,273 Sycamore Street 203 Prospect Connecticut 06712
1255,Closed,4/30/2019,294900.0,NA,Under Construction,170162494,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,221 Pepin place (unit139)  139 South Windsor Connecticut 06074
1256,Closed,4/29/2019,363654.0,NA,To Be Built,G10083201,Kathy Palagonia,PALAGONK,Thomas Jacovino,54 Cherry Circle 254 Prospect Connecticut 06712
